DonorID,DonorName,RecipID,RecipName,dontot,pctgiventopacs,pctgiventoall
40550,Shakopee Mdewakanton Sioux,40295,Friends of DFL Women,"$3,000.00 ",75,0.204784168
40550,Shakopee Mdewakanton Sioux,40872,Rural Minn Preservation,"$1,000.00 ",25,6.83E-02
40634,Stonewall DFL (The),30168,DFL Feminist Caucus - Candidates Fund,$320.00 ,100,3.449733077
40666,Minn Manufactured Home PAC,40936,21st Senate District Republican Party,$200.00 ,100,0.350140056
40712,Laborers District Council of Minn & ND Pol Fund,99999,2010/2012 Funds,"$215,000.00 ",48.59855335,11.77920833
40712,Laborers District Council of Minn & ND Pol Fund,30025,Minn AFL-CIO,"$90,000.00 ",20.34358047,4.930831393
40712,Laborers District Council of Minn & ND Pol Fund,80024,Alliance for a Better Minnesota Action Fund,"$50,000.00 ",11.30198915,2.739350774
40712,Laborers District Council of Minn & ND Pol Fund,30011,Minneapolis Regional Labor Federation,"$37,250.00 ",8.419981917,2.040816327
40712,Laborers District Council of Minn & ND Pol Fund,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),"$17,000.00 ",3.842676311,0.931379263
40712,Laborers District Council of Minn & ND Pol Fund,70026,Take Action PAC,"$15,600.00 ",3.526220615,0.854677441
40712,Laborers District Council of Minn & ND Pol Fund,41005,Edinans for Erhardt,"$7,000.00 ",1.582278481,0.383509108
40712,Laborers District Council of Minn & ND Pol Fund,30058,International Union of Operating Engineers,"$3,000.00 ",0.678119349,0.164361046
40712,Laborers District Council of Minn & ND Pol Fund,40098,Road PAC of Minn,"$2,000.00 ",0.452079566,0.109574031
40712,Laborers District Council of Minn & ND Pol Fund,30088,AFL-CIO Southeast Central Labor Council,"$1,400.00 ",0.316455696,7.67E-02
40712,Laborers District Council of Minn & ND Pol Fund,40981,Progressive Majority Minnesota,"$1,000.00 ",0.226039783,5.48E-02
40712,Laborers District Council of Minn & ND Pol Fund,30623,Working America Minn Political Committee,"$1,000.00 ",0.226039783,5.48E-02
40712,Laborers District Council of Minn & ND Pol Fund,30273,Duluth Central Labor Body COPE Fund,$750.00 ,0.169529837,4.11E-02
40712,Laborers District Council of Minn & ND Pol Fund,40872,Rural Minn Preservation,$500.00 ,0.113019892,2.74E-02
40712,Laborers District Council of Minn & ND Pol Fund,30618,Working Families Fund,$400.00 ,9.04E-02,2.19E-02
40712,Laborers District Council of Minn & ND Pol Fund,30617,Building Trades C1 PAC Fund,$300.00 ,6.78E-02,1.64E-02
40712,Laborers District Council of Minn & ND Pol Fund,30012,Minneapolis Bldg & Construct Trades Council,$200.00 ,4.52E-02,1.10E-02
40714,Minn Hospital PAC,40979,Rochester Citizens Coalition,"$2,250.00 ",57.69230769,1.056834194
40714,Minn Hospital PAC,40295,Friends of DFL Women,"$1,000.00 ",25.64102564,0.469704086
40714,Minn Hospital PAC,40967,Senate District 30 Fund,$500.00 ,12.82051282,0.234852043
40714,Minn Hospital PAC,41021,VOICES of Conservative Women State PAC (VOICESPAC),$150.00 ,3.846153846,7.05E-02
40725,Gray Plant Mooty Mooty & Bennett Independent PAC,40295,Friends of DFL Women,$100.00 ,100,0.877192982
40745,United Steelworkers District 11 Non-Federal Acct,99999,2010/2012 Funds,"$25,000.00 ",92.59259259,24.03846154
40745,United Steelworkers District 11 Non-Federal Acct,70026,Take Action PAC,"$1,500.00 ",5.555555556,1.442307692
40745,United Steelworkers District 11 Non-Federal Acct,40295,Friends of DFL Women,$500.00 ,1.851851852,0.480769231
40751,Minn Bank State PAC,70007,Coalition of MN Businesses PAC,"$31,000.00 ",100,22.74394718
40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),70007,Coalition of MN Businesses PAC,"$30,000.00 ",99.17355372,23.70136283
40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),70041,HRC Minnesota PAC,$250.00 ,0.826446281,0.197511357
40782,Carpenters Local 1644 PAC,30561,North Central States Carpenters PAC,"$3,145.56 ",100,14.91100497
40786,Messerli & Kramer Political Action Comm,70001,Minn Chamber of Commerce Leadership Fd,"$1,250.00 ",40.32258065,1.054318489
40786,Messerli & Kramer Political Action Comm,30556,St Paul Area Chamber of Commerce PAC,$650.00 ,20.96774194,0.548245614
40786,Messerli & Kramer Political Action Comm,40295,Friends of DFL Women,$500.00 ,16.12903226,0.421727395
40786,Messerli & Kramer Political Action Comm,70013,TwinWest Chamber of Commerce PAC,$500.00 ,16.12903226,0.421727395
40786,Messerli & Kramer Political Action Comm,30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),$200.00 ,6.451612903,0.168690958
40789,Minn Power PAC,70001,Minn Chamber of Commerce Leadership Fd,"$2,700.00 ",65.06024096,4.593399115
40789,Minn Power PAC,80010,MN Utility Investors Pol Action Fund,"$1,450.00 ",34.93975904,2.466825451
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),40933,Putting Minnesota First,"$7,000.00 ",54.05346969,14.52277939
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),30560,So Dakota Cty Labor Council COPE Fund,"$3,650.14 ",28.18610455,7.572882568
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),70026,Take Action PAC,"$2,000.00 ",15.44384848,4.149365541
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),40994,Northeast ALC PAC,$300.00 ,2.316577273,0.622404831
40815,DRIVE- Democrat Republican Ind. Voter Edu.,30013,Joint Council 32 DRIVE,"$446,891.53 ",46.51783443,39.80547518
40815,DRIVE- Democrat Republican Ind. Voter Edu.,80023,Teamsters Local 120 DRIVE,"$328,797.07 ",34.22514504,29.28657746
40815,DRIVE- Democrat Republican Ind. Voter Edu.,80024,Alliance for a Better Minnesota Action Fund,"$150,000.00 ",15.61380043,13.36078416
40815,DRIVE- Democrat Republican Ind. Voter Edu.,99999,2010/2012 Funds,"$35,000.00 ",3.643220101,3.117516305
40820,Local 851 Political Action Committee,30561,North Central States Carpenters PAC,"$12,364.60 ",100,54.07748222
40822,Choice Voter,40787,Citizens for Effective Government,$107.50 ,100,100
40825,GREAT (Great River Energy Action Team-State),40872,Rural Minn Preservation,$500.00 ,100,0.833333333
40833,Business PAC of Central MN,70001,Minn Chamber of Commerce Leadership Fd,$300.00 ,100,100
40847,Emilys List - Minn,40268,womenwinning State PAC,"$5,500.00 ",64.70588235,3.128761269
40847,Emilys List - Minn,40933,Putting Minnesota First,"$3,000.00 ",35.29411765,1.706597056
40889,Leech Lake PAC,40295,Friends of DFL Women,$500.00 ,100,1.095967879
40894,Ottertail Power PAC,40872,Rural Minn Preservation,$200.00 ,100,0.872410033
40896,Kandiyohi Co Business Leadership Fund,70001,Minn Chamber of Commerce Leadership Fd,"$1,871.33 ",100,65.1729338
40909,Legacy Project for Political Empowerment,70026,Take Action PAC,"$2,595.40 ",83.84699877,83.84699877
40909,Legacy Project for Political Empowerment,70032,Sensible Gun Laws,$500.00 ,16.15300123,16.15300123
40940,MOHPA PAC,40268,womenwinning State PAC,$250.00 ,100,7.28E-02
40954,America Votes - Minnesota,80024,Alliance for a Better Minnesota Action Fund,"$21,000.00 ",80.76923077,80.76923077
40954,America Votes - Minnesota,40933,Putting Minnesota First,"$5,000.00 ",19.23076923,19.23076923
40967,Senate District 30 Fund,40979,Rochester Citizens Coalition,$391.24 ,100,34.61136963
40979,Rochester Citizens Coalition,40268,womenwinning State PAC,$125.00 ,100,6.666666667
40981,Progressive Majority Minnesota,40268,womenwinning State PAC,$125.00 ,100,1.06932155
40989,Minnesota's Future,41051,Minnesota Future LLC,"$5,000.00 ",100,100
40991,FEAPAC - MINN,40295,Friends of DFL Women,"$1,500.00 ",50,2.369574661
40991,FEAPAC - MINN,70046,MIFSC PAC (MN Insurance & Financial Services Council),"$1,000.00 ",33.33333333,1.579716441
40991,FEAPAC - MINN,70014,Insurance Federation Political Action Comm,$500.00 ,16.66666667,0.78985822
40994,Northeast ALC PAC,30025,Minn AFL-CIO,$549.85 ,75.3373981,4.328726574
40994,Northeast ALC PAC,30618,Working Families Fund,$180.00 ,24.6626019,1.417060623
40996,Leaders Aligned for Health Care,40714,Minn Hospital PAC,"$1,075.00 ",100,7.818181818
41005,Edinans for Erhardt,40933,Putting Minnesota First,"$4,024.44 ",39.14684005,39.14684005
41005,Edinans for Erhardt,30058,International Union of Operating Engineers,"$2,816.15 ",27.3934693,27.3934693
41005,Edinans for Erhardt,40712,Laborers District Council of Minn & ND Pol Fund,"$1,978.12 ",19.2417199,19.2417199
41005,Edinans for Erhardt,30561,North Central States Carpenters PAC,"$1,461.66 ",14.21797075,14.21797075
41020,Hennepin County Deputies PAC (fka Hennepin Cnty Law Enfcmt PAC),30654,Public Safety Matters Campaign,"$5,000.00 ",100,95.23809524
41021,VOICES of Conservative Women State PAC (VOICESPAC),41089,Women's Victory Fund (Women PAC),"$3,000.00 ",100,22.18652657
41023,North Star SFAA-PAC,70014,Insurance Federation Political Action Comm,"$2,000.00 ",88.88888889,2.239641657
41023,North Star SFAA-PAC,70007,Coalition of MN Businesses PAC,$250.00 ,11.11111111,0.279955207
41028,Faithful Citizens Political Fund,40295,Friends of DFL Women,$175.00 ,100,100
41032,Resource Party,41042,Hunting and Angling Club,"$2,000.00 ",100,46.3714352
41045,Committee to Stop Wasteful Spending,40989,Minnesota's Future,"$3,062.89 ",100,100
41047,Pro Jobs Majority,41045,Committee to Stop Wasteful Spending,"$10,000.00 ",100,100
41049,State Fund for Economic Growth LLC,40989,Minnesota's Future,"$100,000.00 ",50,50
41049,State Fund for Economic Growth LLC,41035,MN FORWARD,"$100,000.00 ",50,50
41051,Minnesota Future LLC,40989,Minnesota's Future,"$1,229,904.63 ",100,100
41079,Choice in Minnesota Health Care,41047,Pro Jobs Majority,"$5,000.00 ",100,100
41092,Progressive Kick IE,41093,America Votes Action Fund - Minnesota,"$33,347.00 ",100,100
70001,Minn Chamber of Commerce Leadership Fd,70007,Coalition of MN Businesses PAC,"$350,000.00 ",97.98432251,74.38104346
70001,Minn Chamber of Commerce Leadership Fd,40989,Minnesota's Future,"$7,200.00 ",2.015677492,1.530124323
70004,Minn Business Partnership PAC,70007,Coalition of MN Businesses PAC,"$325,000.00 ",100,64.20387199
70006,Minn Realtors Political Action Committee,40295,Friends of DFL Women,$500.00 ,100,0.136407039
70007,Coalition of MN Businesses PAC,70001,Minn Chamber of Commerce Leadership Fd,"$21,841.52 ",100,100
70010,MABC PAC,70007,Coalition of MN Businesses PAC,"$12,500.00 ",100,33.30147049
70013,TwinWest Chamber of Commerce PAC,70007,Coalition of MN Businesses PAC,"$35,000.00 ",85.74083388,63.84450834
70013,TwinWest Chamber of Commerce PAC,70001,Minn Chamber of Commerce Leadership Fd,"$5,820.69 ",14.25916612,10.61768832
70014,Insurance Federation Political Action Comm,70007,Coalition of MN Businesses PAC,"$12,000.00 ",96.77419355,49.63805584
70014,Insurance Federation Political Action Comm,41090,Minn Organization of Republican Veterans (MORVets),$250.00 ,2.016129032,1.034126163
70014,Insurance Federation Political Action Comm,41021,VOICES of Conservative Women State PAC (VOICESPAC),$150.00 ,1.209677419,0.620475698
70016,MN Corn State PAC (fka MN Corn),40872,Rural Minn Preservation,$500.00 ,100,1.871257485
70025,Red Wing Area Business Leadership Council,70001,Minn Chamber of Commerce Leadership Fd,$479.59 ,100,100
70026,Take Action PAC,30649,Unidos Votamos - United We Vote,"$2,200.00 ",31.10859729,9.390308604
70026,Take Action PAC,41080,New Americans,"$2,000.00 ",28.28054299,8.536644185
70026,Take Action PAC,40994,Northeast ALC PAC,"$1,872.00 ",26.47058824,7.990298958
70026,Take Action PAC,40954,America Votes - Minnesota,"$1,000.00 ",14.14027149,4.268322093
70031,Dakota Cnty Regional Chamber Leadership Fund,70001,Minn Chamber of Commerce Leadership Fd,"$1,948.06 ",100,100
70033,OutFront Minnesota Action,30633,OutFront MN Action Independent Expenditure Fund,"$8,727.18 ",89.71952817,28.49488592
70033,OutFront Minnesota Action,40933,Putting Minnesota First,"$1,000.00 ",10.28047183,3.265073703
70041,HRC Minnesota PAC,80027,Project 515 PAC,$522.55 ,51.10263557,1.273443279
70041,HRC Minnesota PAC,70033,OutFront Minnesota Action,$500.00 ,48.89736443,1.218489407
80005,VET-PAC of Minn,40936,21st Senate District Republican Party,$200.00 ,100,0.581395349
80012,Planned Parenthood of Minn Pol Action Fund,40933,Putting Minnesota First,"$15,500.00 ",77.88944724,77.88944724
80012,Planned Parenthood of Minn Pol Action Fund,70026,Take Action PAC,"$2,400.00 ",12.06030151,12.06030151
80012,Planned Parenthood of Minn Pol Action Fund,41005,Edinans for Erhardt,"$2,000.00 ",10.05025126,10.05025126
80018,Clean Water Action Voter Education Project,40933,Putting Minnesota First,"$6,000.00 ",100,100
80020,Sierra Club Political Committee,40933,Putting Minnesota First,"$4,500.00 ",100,80.57296329
80021,CWA COPE PCC,80024,Alliance for a Better Minnesota Action Fund,"$30,000.00 ",65.07592191,35.25264395
80021,CWA COPE PCC,30025,Minn AFL-CIO,"$10,000.00 ",21.69197397,11.75088132
80021,CWA COPE PCC,70026,Take Action PAC,"$4,100.00 ",8.893709328,4.81786134
80021,CWA COPE PCC,30636,TakeAction Political Fund,"$2,000.00 ",4.338394794,2.350176263
80023,Teamsters Local 120 DRIVE,30608,MN State Bldg & Construction Trades Cncl Pol Fund,"$5,000.00 ",74.07407407,2.60218792
80023,Teamsters Local 120 DRIVE,30058,International Union of Operating Engineers,"$1,000.00 ",14.81481481,0.520437584
80023,Teamsters Local 120 DRIVE,40295,Friends of DFL Women,$750.00 ,11.11111111,0.390328188
80024,Alliance for a Better Minnesota Action Fund,30638,NARAL Pro-Choice Minnesota,"$4,240.00 ",100,100
80026,Minn Assoc of Professional Employees Political Fund,99999,2010/2012 Funds,"$115,000.00 ",52.76197467,28.6811652
80026,Minn Assoc of Professional Employees Political Fund,30025,Minn AFL-CIO,"$70,000.00 ",32.11598458,17.45810056
80026,Minn Assoc of Professional Employees Political Fund,80024,Alliance for a Better Minnesota Action Fund,"$18,710.00 ",8.58414388,4.666300878
80026,Minn Assoc of Professional Employees Political Fund,30654,Public Safety Matters Campaign,"$5,000.00 ",2.293998899,1.247007183
80026,Minn Assoc of Professional Employees Political Fund,40933,Putting Minnesota First,"$5,000.00 ",2.293998899,1.247007183
80026,Minn Assoc of Professional Employees Political Fund,40268,womenwinning State PAC,"$4,250.00 ",1.949899064,1.059956105
99999,2010/2012 Funds,80024,Alliance for a Better Minnesota Action Fund,"$3,826,506.94 ",97.05864691,97.05864691
99999,2010/2012 Funds,30625,WIN Minnesota Political Action Fund,"$115,961.93 ",2.94135309,2.94135309
