RecipID,RecipName,DonorID,DonorName,dontot,pctofpacreceipts,pctofallreceipts
40936,21st Senate District Republican Party,30587,Goff Public PAC,"$2,500.00 ",48.54368932,46.2962963
40936,21st Senate District Republican Party,30018,Minn Dental Political Action Committee,$500.00 ,9.708737864,9.259259259
40936,21st Senate District Republican Party,30124,Multi Housing Political Action Committee,$500.00 ,9.708737864,9.259259259
40936,21st Senate District Republican Party,30619,Federal Express Minn State Fund,$500.00 ,9.708737864,9.259259259
40936,21st Senate District Republican Party,40038,"CAR, Committee of Automotive Retailers",$500.00 ,9.708737864,9.259259259
40936,21st Senate District Republican Party,40238,Rural Electric Political Action Comm,$250.00 ,4.854368932,4.62962963
40936,21st Senate District Republican Party,40666,Minn Manufactured Home PAC,$200.00 ,3.883495146,3.703703704
40936,21st Senate District Republican Party,80005,VET-PAC of Minn,$200.00 ,3.883495146,3.703703704
40940,MOHPA PAC,30242,Leonard Street and Deinard PAC,"$2,000.00 ",100,0.585094712
40944,Alliance for a Better Minnesota,30058,International Union of Operating Engineers,"$5,000.00 ",50,33.29956757
40944,Alliance for a Better Minnesota,40404,IBEW Minn State Council PAC,"$5,000.00 ",50,33.29956757
40954,America Votes - Minnesota,30058,International Union of Operating Engineers,"$10,000.00 ",24.01552556,17.65545139
40954,America Votes - Minnesota,30561,North Central States Carpenters PAC,"$8,000.00 ",19.21242045,14.12436112
40954,America Votes - Minnesota,30060,Minn State Council of UNITE HERE Unions,"$7,500.00 ",18.01164417,13.24158855
40954,America Votes - Minnesota,30037,SEIU Minn State Council Political Fund,"$6,639.73 ",15.94566055,11.72274303
40954,America Votes - Minnesota,30119,IBEW Local 292 Political Education Fund,"$2,000.00 ",4.803105111,3.531090279
40954,America Votes - Minnesota,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$2,000.00 ",4.803105111,3.531090279
40954,America Votes - Minnesota,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$2,000.00 ",4.803105111,3.531090279
40954,America Votes - Minnesota,30270,MAPE-PAC,"$1,500.00 ",3.602328834,2.648317709
40954,America Votes - Minnesota,70026,Take Action PAC,"$1,000.00 ",2.401552556,1.765545139
40954,America Votes - Minnesota,30012,Minneapolis Bldg & Construct Trades Council,$500.00 ,1.200776278,0.88277257
40954,America Votes - Minnesota,40404,IBEW Minn State Council PAC,$500.00 ,1.200776278,0.88277257
40967,Senate District 30 Fund,40714,Minn Hospital PAC,$500.00 ,71.42857143,27.02702703
40967,Senate District 30 Fund,30584,Best & Flanagan Political Fund,$200.00 ,28.57142857,10.81081081
40979,Rochester Citizens Coalition,30018,Minn Dental Political Action Committee,"$3,000.00 ",49.25105561,20.47735444
40979,Rochester Citizens Coalition,40714,Minn Hospital PAC,"$2,250.00 ",36.93829171,15.35801583
40979,Rochester Citizens Coalition,40967,Senate District 30 Fund,$391.24 ,6.422994333,2.67052005
40979,Rochester Citizens Coalition,30345,Winthrop & Weinstine PA Political Fund,$250.00 ,4.104254635,1.706446203
40979,Rochester Citizens Coalition,30260,Management Concerned for Public Education,$200.00 ,3.283403708,1.365156962
40981,Progressive Majority Minnesota,30025,Minn AFL-CIO,"$5,000.00 ",47.84688995,8.410281805
40981,Progressive Majority Minnesota,30611,IUPAT Political Action Together Pol Committee,"$2,000.00 ",19.13875598,3.364112722
40981,Progressive Majority Minnesota,30060,Minn State Council of UNITE HERE Unions,"$1,200.00 ",11.48325359,2.018467633
40981,Progressive Majority Minnesota,30058,International Union of Operating Engineers,"$1,000.00 ",9.56937799,1.682056361
40981,Progressive Majority Minnesota,40712,Laborers District Council of Minn & ND Pol Fund,"$1,000.00 ",9.56937799,1.682056361
40981,Progressive Majority Minnesota,30591,Minn Seasonal Recreational Property Owners PAC,$250.00 ,2.392344498,0.42051409
40983,Maplewood Voters Coalition,30561,North Central States Carpenters PAC,$300.00 ,100,20.03205128
40989,Minnesota's Future,41051,Minnesota Future LLC,"$1,229,904.63 ",90.95800715,35.59359953
40989,Minnesota's Future,41049,State Fund for Economic Growth LLC,"$100,000.00 ",7.395533386,2.894012984
40989,Minnesota's Future,30635,Housing First,"$10,000.00 ",0.739553339,0.289401298
40989,Minnesota's Future,70001,Minn Chamber of Commerce Leadership Fd,"$7,200.00 ",0.532478404,0.208368935
40989,Minnesota's Future,41045,Committee to Stop Wasteful Spending,"$3,062.89 ",0.226517053,8.86E-02
40989,Minnesota's Future,40201,Minn AGPAC,"$2,000.00 ",0.147910668,5.79E-02
40990,Real Republican Majority-Minn,40066,GOP FC PAC,"$2,500.00 ",100,11.23595506
40994,Northeast ALC PAC,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$10,800.00 ",44.60159624,11.56487294
40994,Northeast ALC PAC,30194,Iron Range Labor Assembly Legislative Fund,"$6,271.45 ",25.89969266,6.715603926
40994,Northeast ALC PAC,30086,Duluth Federation of Teachers Political Fund,"$3,156.82 ",13.03696399,3.380390944
40994,Northeast ALC PAC,70026,Take Action PAC,"$1,872.00 ",7.730943349,2.004577976
40994,Northeast ALC PAC,30273,Duluth Central Labor Body COPE Fund,"$1,314.11 ",5.426981818,1.407177331
40994,Northeast ALC PAC,30092,Iron Workers Local 512,$500.00 ,2.064888715,0.535410784
40994,Northeast ALC PAC,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),$300.00 ,1.238933229,0.321246471
41005,Edinans for Erhardt,30058,International Union of Operating Engineers,"$10,000.00 ",22.47191011,20.2020202
41005,Edinans for Erhardt,40098,Road PAC of Minn,"$10,000.00 ",22.47191011,20.2020202
41005,Edinans for Erhardt,40712,Laborers District Council of Minn & ND Pol Fund,"$7,000.00 ",15.73033708,14.14141414
41005,Edinans for Erhardt,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$6,000.00 ",13.48314607,12.12121212
41005,Edinans for Erhardt,30561,North Central States Carpenters PAC,"$5,000.00 ",11.23595506,10.1010101
41005,Edinans for Erhardt,30011,Minneapolis Regional Labor Federation,"$4,000.00 ",8.988764045,8.080808081
41005,Edinans for Erhardt,80012,Planned Parenthood of Minn Pol Action Fund,"$2,000.00 ",4.494382022,4.04040404
41005,Edinans for Erhardt,30270,MAPE-PAC,$500.00 ,1.123595506,1.01010101
41021,VOICES of Conservative Women State PAC (VOICESPAC),30116,Dorsey Political Fund,$500.00 ,28.57142857,0.480150944
41021,VOICES of Conservative Women State PAC (VOICESPAC),30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),$500.00 ,28.57142857,0.480150944
41021,VOICES of Conservative Women State PAC (VOICESPAC),40069,Northwest Petroleum NPPAC,$300.00 ,17.14285714,0.288090566
41021,VOICES of Conservative Women State PAC (VOICESPAC),30124,Multi Housing Political Action Committee,$150.00 ,8.571428571,0.144045283
41021,VOICES of Conservative Women State PAC (VOICESPAC),40714,Minn Hospital PAC,$150.00 ,8.571428571,0.144045283
41021,VOICES of Conservative Women State PAC (VOICESPAC),70014,Insurance Federation Political Action Comm,$150.00 ,8.571428571,0.144045283
41035,MN FORWARD,41049,State Fund for Economic Growth LLC,"$100,000.00 ",99.00990099,5.429678268
41035,MN FORWARD,30557,NAIOP Economic Growth Fund,"$1,000.00 ",0.99009901,5.43E-02
41042,Hunting and Angling Club,41032,Resource Party,"$2,000.00 ",100,41.2371134
41045,Committee to Stop Wasteful Spending,41047,Pro Jobs Majority,"$10,000.00 ",100,30.76923077
41047,Pro Jobs Majority,41079,Choice in Minnesota Health Care,"$5,000.00 ",90.90909091,0.563814613
41047,Pro Jobs Majority,30345,Winthrop & Weinstine PA Political Fund,$500.00 ,9.090909091,5.64E-02
41051,Minnesota Future LLC,40989,Minnesota's Future,"$5,000.00 ",100,0.214684414
41072,Minn Young DFL,30119,IBEW Local 292 Political Education Fund,"$2,000.00 ",100,31.95853061
41080,New Americans,70026,Take Action PAC,"$2,000.00 ",100,37.38799957
41084,Minneapolis Democrats for Truth,30270,MAPE-PAC,"$2,104.24 ",71.1257132,71.1257132
41084,Minneapolis Democrats for Truth,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,$854.24 ,28.8742868,28.8742868
41089,Women's Victory Fund (Women PAC),41021,VOICES of Conservative Women State PAC (VOICESPAC),"$3,000.00 ",100,22.64150943
41090,Minn Organization of Republican Veterans (MORVets),70014,Insurance Federation Political Action Comm,$250.00 ,100,33.33333333
41093,America Votes Action Fund - Minnesota,41092,Progressive Kick IE,"$33,347.00 ",100,52.35583188
70001,Minn Chamber of Commerce Leadership Fd,70007,Coalition of MN Businesses PAC,"$21,841.52 ",46.19689974,2.53982973
70001,Minn Chamber of Commerce Leadership Fd,70013,TwinWest Chamber of Commerce PAC,"$5,820.69 ",12.31131498,0.676855892
70001,Minn Chamber of Commerce Leadership Fd,30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),"$5,500.00 ",11.63302502,0.639564623
70001,Minn Chamber of Commerce Leadership Fd,30242,Leonard Street and Deinard PAC,"$3,000.00 ",6.345286372,0.348853431
70001,Minn Chamber of Commerce Leadership Fd,40789,Minn Power PAC,"$2,700.00 ",5.710757735,0.313968088
70001,Minn Chamber of Commerce Leadership Fd,30116,Dorsey Political Fund,"$2,018.00 ",4.268262633,0.234662075
70001,Minn Chamber of Commerce Leadership Fd,70031,Dakota Cnty Regional Chamber Leadership Fund,"$1,948.06 ",4.120332857,0.226529138
70001,Minn Chamber of Commerce Leadership Fd,40896,Kandiyohi Co Business Leadership Fund,"$1,871.33 ",3.958041582,0.21760663
70001,Minn Chamber of Commerce Leadership Fd,40786,Messerli & Kramer Political Action Comm,"$1,250.00 ",2.643869322,0.145355596
70001,Minn Chamber of Commerce Leadership Fd,40417,Hammel Green & Abrahamson Inc PAC,$550.00 ,1.163302502,6.40E-02
70001,Minn Chamber of Commerce Leadership Fd,70025,Red Wing Area Business Leadership Council,$479.59 ,1.01437863,5.58E-02
70001,Minn Chamber of Commerce Leadership Fd,40833,Business PAC of Central MN,$300.00 ,0.634528637,3.49E-02
70004,Minn Business Partnership PAC,30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),"$15,000.00 ",60,2.076857576
70004,Minn Business Partnership PAC,30116,Dorsey Political Fund,"$10,000.00 ",40,1.384571717
70005,Minn CPAs Public Affairs Committee,40491,D&T Better Government Committee,"$17,177.84 ",100,6.039891361
70007,Coalition of MN Businesses PAC,70001,Minn Chamber of Commerce Leadership Fd,"$350,000.00 ",38.73824018,38.67142657
70007,Coalition of MN Businesses PAC,70004,Minn Business Partnership PAC,"$325,000.00 ",35.97122302,35.90918181
70007,Coalition of MN Businesses PAC,30557,NAIOP Economic Growth Fund,"$42,000.00 ",4.648588821,4.640571188
70007,Coalition of MN Businesses PAC,70013,TwinWest Chamber of Commerce PAC,"$35,000.00 ",3.873824018,3.867142657
70007,Coalition of MN Businesses PAC,40751,Minn Bank State PAC,"$31,000.00 ",3.431101273,3.425183496
70007,Coalition of MN Businesses PAC,40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),"$30,000.00 ",3.320420587,3.314693706
70007,Coalition of MN Businesses PAC,30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),"$26,000.00 ",2.877697842,2.872734545
70007,Coalition of MN Businesses PAC,30218,Hospitality Political Action Committee,"$23,500.00 ",2.600996126,2.596510069
70007,Coalition of MN Businesses PAC,30120,SOF-PAC,"$15,000.00 ",1.660210293,1.657346853
70007,Coalition of MN Businesses PAC,70010,MABC PAC,"$12,500.00 ",1.383508578,1.381122377
70007,Coalition of MN Businesses PAC,70014,Insurance Federation Political Action Comm,"$12,000.00 ",1.328168235,1.325877482
70007,Coalition of MN Businesses PAC,30556,St Paul Area Chamber of Commerce PAC,"$1,000.00 ",0.110680686,0.11048979
70007,Coalition of MN Businesses PAC,30242,Leonard Street and Deinard PAC,$250.00 ,2.77E-02,2.76E-02
70007,Coalition of MN Businesses PAC,41023,North Star SFAA-PAC,$250.00 ,2.77E-02,2.76E-02
70009,Minn ACORN Political Action Committee,30064,Local 28 Political Fund,"$7,500.00 ",100,100
70013,TwinWest Chamber of Commerce PAC,30348,Mah Mah Wi No Min Fund I,$600.00 ,54.54545455,0.775845348
70013,TwinWest Chamber of Commerce PAC,40786,Messerli & Kramer Political Action Comm,$500.00 ,45.45454545,0.64653779
70014,Insurance Federation Political Action Comm,41023,North Star SFAA-PAC,"$2,000.00 ",80,7.633514947
70014,Insurance Federation Political Action Comm,40991,FEAPAC - MINN,$500.00 ,20,1.908378737
70017,Minneapolis Downtown Council PAC,30116,Dorsey Political Fund,$300.00 ,100,2.469135802
70026,Take Action PAC,30558,Education Minn PAC,"$50,000.00 ",24.4683756,18.09919372
70026,Take Action PAC,30037,SEIU Minn State Council Political Fund,"$35,800.00 ",17.51935693,12.9590227
70026,Take Action PAC,30225,TRIAL-PAC,"$22,000.00 ",10.76608527,7.963645236
70026,Take Action PAC,40712,Laborers District Council of Minn & ND Pol Fund,"$15,600.00 ",7.634133188,5.64694844
70026,Take Action PAC,30064,Local 28 Political Fund,"$14,100.00 ",6.90008192,5.103972628
70026,Take Action PAC,30119,IBEW Local 292 Political Education Fund,"$10,000.00 ",4.893675121,3.619838743
70026,Take Action PAC,30348,Mah Mah Wi No Min Fund I,"$10,000.00 ",4.893675121,3.619838743
70026,Take Action PAC,40404,IBEW Minn State Council PAC,"$10,000.00 ",4.893675121,3.619838743
70026,Take Action PAC,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$6,000.00 ",2.936205072,2.171903246
70026,Take Action PAC,30022,Local 59 Political Fund,"$5,125.00 ",2.508008499,1.855167356
70026,Take Action PAC,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$4,500.00 ",2.202153804,1.628927435
70026,Take Action PAC,80021,CWA COPE PCC,"$4,100.00 ",2.006406799,1.484133885
70026,Take Action PAC,30011,Minneapolis Regional Labor Federation,"$3,000.00 ",1.468102536,1.085951623
70026,Take Action PAC,30058,International Union of Operating Engineers,"$2,625.00 ",1.284589719,0.95020767
70026,Take Action PAC,40909,Legacy Project for Political Empowerment,"$2,595.40 ",1.270104441,0.939492947
70026,Take Action PAC,80012,Planned Parenthood of Minn Pol Action Fund,"$2,400.00 ",1.174482029,0.868761298
70026,Take Action PAC,40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),"$2,000.00 ",0.978735024,0.723967749
70026,Take Action PAC,30154,St Paul Firefighters Local 21 Political Action Committee,"$1,500.00 ",0.734051268,0.542975812
70026,Take Action PAC,40745,United Steelworkers District 11 Non-Federal Acct,"$1,500.00 ",0.734051268,0.542975812
70026,Take Action PAC,30561,North Central States Carpenters PAC,"$1,000.00 ",0.489367512,0.361983874
70026,Take Action PAC,30025,Minn AFL-CIO,$500.00 ,0.244683756,0.180991937
70032,Sensible Gun Laws,40909,Legacy Project for Political Empowerment,$500.00 ,100,50
70033,OutFront Minnesota Action,70041,HRC Minnesota PAC,$500.00 ,100,0.809847749
70041,HRC Minnesota PAC,30037,SEIU Minn State Council Political Fund,"$5,000.00 ",95.23809524,14.24095699
70041,HRC Minnesota PAC,40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),$250.00 ,4.761904762,0.71204785
70046,MIFSC PAC (MN Insurance & Financial Services Council),40991,FEAPAC - MINN,"$1,000.00 ",100,13.07189542
80010,MN Utility Investors Pol Action Fund,40789,Minn Power PAC,"$1,450.00 ",100,100
80023,Teamsters Local 120 DRIVE,40815,DRIVE- Democrat Republican Ind. Voter Edu.,"$328,797.07 ",100,100
80024,Alliance for a Better Minnesota Action Fund,30625,WIN Minnesota Political Action Fund,"$5,429,920.30 ",56.62427949,54.94237793
80024,Alliance for a Better Minnesota Action Fund,99999,2010/2012 Funds,"$3,826,506.94 ",39.90356883,38.71831976
80024,Alliance for a Better Minnesota Action Fund,40815,DRIVE- Democrat Republican Ind. Voter Edu.,"$150,000.00 ",1.564229575,1.517767524
80024,Alliance for a Better Minnesota Action Fund,40712,Laborers District Council of Minn & ND Pol Fund,"$50,000.00 ",0.521409858,0.505922508
80024,Alliance for a Better Minnesota Action Fund,80021,CWA COPE PCC,"$30,000.00 ",0.312845915,0.303553505
80024,Alliance for a Better Minnesota Action Fund,40954,America Votes - Minnesota,"$21,000.00 ",0.218992141,0.212487453
80024,Alliance for a Better Minnesota Action Fund,40404,IBEW Minn State Council PAC,"$20,000.00 ",0.208563943,0.202369003
80024,Alliance for a Better Minnesota Action Fund,80026,Minn Assoc of Professional Employees Political Fund,"$18,710.00 ",0.195111569,0.189316202
80024,Alliance for a Better Minnesota Action Fund,30025,Minn AFL-CIO,"$17,448.00 ",0.181951184,0.176546718
80024,Alliance for a Better Minnesota Action Fund,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$16,300.00 ",0.169979614,0.164930738
80024,Alliance for a Better Minnesota Action Fund,30558,Education Minn PAC,"$5,000.00 ",5.21E-02,5.06E-02
80024,Alliance for a Better Minnesota Action Fund,30093,SEIU Healthcare Minn (fka SEIU Local 113),"$2,500.00 ",2.61E-02,2.53E-02
80024,Alliance for a Better Minnesota Action Fund,30037,SEIU Minn State Council Political Fund,"$2,000.00 ",2.09E-02,2.02E-02
80027,Project 515 PAC,70041,HRC Minnesota PAC,$522.55 ,100,1.786645377
99999,2010/2012 Funds,30558,Education Minn PAC,"$580,000.00 ",21.90522591,14.71189218
99999,2010/2012 Funds,30037,SEIU Minn State Council Political Fund,"$375,000.00 ",14.16286158,9.511999256
99999,2010/2012 Funds,30204,AFSCME,"$350,000.00 ",13.21867081,8.877865973
99999,2010/2012 Funds,30593,AFSCME Minn PEOPLE Committee Council 5 PAC,"$250,000.00 ",9.441907719,6.341332838
99999,2010/2012 Funds,40712,Laborers District Council of Minn & ND Pol Fund,"$215,000.00 ",8.120040638,5.45354624
99999,2010/2012 Funds,40404,IBEW Minn State Council PAC,"$145,000.00 ",5.476306477,3.677973046
99999,2010/2012 Funds,30625,WIN Minnesota Political Action Fund,"$129,770.00 ",4.901105459,3.291659049
99999,2010/2012 Funds,30025,Minn AFL-CIO,"$125,000.00 ",4.720953859,3.170666419
99999,2010/2012 Funds,30245,Minn Nurses Assn Pol Comm (MNA-PC),"$125,000.00 ",4.720953859,3.170666419
99999,2010/2012 Funds,80026,Minn Assoc of Professional Employees Political Fund,"$115,000.00 ",4.343277551,2.917013105
99999,2010/2012 Funds,30631,HRC Equality Votes Minnesota,"$110,000.00 ",4.154439396,2.790186449
99999,2010/2012 Funds,40815,DRIVE- Democrat Republican Ind. Voter Edu.,"$35,000.00 ",1.321867081,0.887786597
99999,2010/2012 Funds,30058,International Union of Operating Engineers,"$25,000.00 ",0.944190772,0.634133284
99999,2010/2012 Funds,40745,United Steelworkers District 11 Non-Federal Acct,"$25,000.00 ",0.944190772,0.634133284
99999,2010/2012 Funds,30119,IBEW Local 292 Political Education Fund,"$10,000.00 ",0.377676309,0.253653314
99999,2010/2012 Funds,30270,MAPE-PAC,"$10,000.00 ",0.377676309,0.253653314
99999,2010/2012 Funds,30154,St Paul Firefighters Local 21 Political Action Committee,"$7,000.00 ",0.264373416,0.177557319
99999,2010/2012 Funds,30016,Firefighters Assoc of Mpls Political Fund,"$7,000.00 ",0.264373416,0.177557319
99999,2010/2012 Funds,40254,Minneapolis Fire Department Pensioners PCF,"$3,000.00 ",0.113302893,7.61E-02
99999,2010/2012 Funds,30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),"$3,000.00 ",0.113302893,7.61E-02
99999,2010/2012 Funds,30098,Minn Professional Fire Fighters PAC,"$3,000.00 ",0.113302893,7.61E-02
