ComID,Committee,ComShort,cat1,cat2,totspend,totspendout,IE,givingtot,topac,todem,torep,toballot,receivedtot,frompac,fromdem,fromrep,fromother
40238,Rural Electric Political Action Comm,,pac,,78571.4,78321.4,,78571.4,250.0,36150.0,42171.4,,,,,,
40872,Rural Minn Preservation,,pac,,25866.47,25866.5,24466.5,1400.0,,1400.0,,,17665.0,12040.0,1750.0,,3875.0
41041,RYPAC,,pac,,750,750.0,,750.0,,750.0,,,9000.0,,,,9000.0
41097,RYPAC,,pac,,0,0.0,,,,,,,2300.0,,2300.0,,
30192,Saint Paul Teachers Pension PAC,St Paul Teachers Pension,pac,labor,91950,90950.0,,91950.0,1000.0,54500.0,36450.0,,64310.0,,,,64310.0
30341,School Lunch Bunch,,pac,,5050,5050.0,,5050.0,,4250.0,800.0,,,,,,
40984,SD 19 DFL Food Booth,,pac,prodfl,3870.4,3870.4,,3870.4,,3870.4,,,150.0,,,,150.0
70042,Secretary of State Project - Minnesota,,pac,,0,0.0,,,,,,,2000.0,,,,2000.0
30579,SEH Employees Minn Committee,,pac,,0,0.0,,,,,,,400.0,,,,400.0
30093,SEIU Healthcare Minn (fka SEIU Local 113),SEIU Healthcare,pac,labor,394938.23,96961.4,15008.3,379929.9,297976.9,69293.0,,12660.1,302759.2,11795.3,350.0,,290613.9
30602,SEIU Local 26 Political Fund,SEIU Local,pac,labor,81852.47,15745.0,,81852.5,66107.5,15745.0,,,83994.1,65964.2,,,18029.9
30037,SEIU Minn State Council Political Fund,SEIU State Council,pac,labor,2242378.62,1614435.9,109067.7,2133310.9,627942.7,1504118.2,1250.0,,1652327.2,368079.2,12248.0,,1272000.0
40967,Senate District 30 Fund,,pac,,1130.38,739.1,,1130.4,391.2,739.1,,,1850.0,700.0,750.0,,400.0
70032,Sensible Gun Laws,Sensible Gun Laws,pac,,1180.54,1180.5,,1180.5,,1180.5,,,1000.0,500.0,500.0,,
30607,Service Employees Local 63,,pac,labor,500,500.0,,500.0,,500.0,,,,,,,
40550,Shakopee Mdewakanton Sioux,Shakopee Mdew. Sioux,pac,indian,1464957,1460957.0,,1464957.0,4000.0,1274207.0,171750.0,15000.0,1175000.0,,,,1175000.0
30588,Sheet Metal Workers PAC 10,Sheet Metal Workers,pac,labor,120689.56,119065.0,,120689.6,1624.6,118415.0,650.0,,57000.0,,,,57000.0
80020,Sierra Club Political Committee,Sierra Club,pac,,44924.72,40424.7,39339.7,5585.0,4500.0,725.0,,360.0,41329.0,,,,41329.0
41085,Small Business Minnesota Political Action Committee,,pac,,0,0.0,,,,,,,2900.0,,,,2900.0
70052,SMART PAC,SMART PAC,pac,,16500,16500.0,,16500.0,,9500.0,7000.0,,20400.0,,,,20400.0
30560,So Dakota Cty Labor Council COPE Fund,,pac,labor,4450.14,800.0,,4450.1,3650.1,800.0,,,7790.3,3650.1,,,4140.1
30120,SOF-PAC,SOF,pac,,34250,19250.0,,34250.0,15000.0,4050.0,15200.0,,44915.0,,,,44915.0
30637,Somali Action Alliance Political Fund,Somali Action Alliance,pac,ie,44374.96,44375.0,44375.0,,,,,,54575.0,10000.0,,,44575.0
30221,Southern Minn Beet Sugar Cooperative PAC,,pac,,3200,3200.0,,3200.0,,1000.0,2200.0,,,,,,
41038,Southern Minnesota Conservative Alliance,,pac,,948.17,948.2,948.2,,,,,,810.0,,,,810.0
41078,Spec Corp for Ethics and Justice in America,,pac,ie,0,0.0,,,,,,,820.0,,,,820.0
40958,Sportsmen for Change,,pac,issue,600,600.0,,600.0,,,,600.0,,,,,
30234,Sprinkler Fitters Local Union No 417,,pac,labor,18369,17950.0,,18369.0,419.0,17700.0,250.0,,,,,,
30255,St Croix Valley Central Labor Union,,pac,labor,3059.96,0.0,,3060.0,3060.0,,,,,,,,
30556,St Paul Area Chamber of Commerce PAC,St Paul Chamber,pac,biz,12616.67,1616.7,66.7,12550.0,11000.0,,1550.0,,98420.0,2600.0,,,95820.0
30154,St Paul Firefighters Local 21 Political Action Committee,St Paul Firefight Loc 21,pac,labor,32400,17000.0,,32400.0,15400.0,16000.0,1000.0,,32332.0,,,,32332.0
30325,St Paul Pipefitters Local 455 PAC,St Paul Pipefitters,pac,labor,114717,107340.0,,114717.0,7377.0,106840.0,500.0,,47695.3,,,,47695.3
30603,St Paul Police Federation Political Awareness Fund,St Paul Police Fed,pac,labor,5500,5500.0,,5500.0,,5500.0,,,65945.0,11200.0,,,54745.0
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),St Paul Reg Labor Fed,pac,labor,49729.01,36778.9,1528.9,48200.1,12950.1,35250.0,,,104344.0,43735.1,,,60608.9
41049,State Fund for Economic Growth LLC,State Fund Econ Growth,pac,ie,200000,0.0,,200000.0,200000.0,,,,250050.0,,,,250050.0
40634,Stonewall DFL (The),Stonewall DFL,pac,prodfl,9276.08,8956.1,,9276.1,320.0,8956.1,,,19599.0,1000.0,3355.0,,15244.0
41055,Stop Zebra Mussel Association,,pac,,0,0.0,,,,,,,20200.0,,,,20200.0
30550,Suburban School Emp Local 284 Pol Act Fund,Suburban Sch Local 284,pac,labor,106936.91,15960.5,,106936.9,90976.4,10548.0,,5412.5,35049.4,12049.4,,,23000.0
70026,Take Action PAC,Take Action,pac,prodfl,116374.88,109302.9,92946.5,23428.4,7072.0,8919.4,,7437.0,276255.4,204345.4,10060.0,,61850.0
30636,TakeAction Political Fund,TakeAction,pac,ie,389811.98,389812.0,38439.3,351372.7,,,,351372.7,836663.2,9500.0,,,826513.2
40794,Taxpayers League MN Victory Fund,,pac,prorpm,2550,2550.0,,2550.0,,,2550.0,,5745.0,,,5445.0,300.0
30622,TCO Political Action Committee,,pac,,25000,25000.0,,25000.0,,8000.0,17000.0,,18200.0,,,,18200.0
80023,Teamsters Local 120 DRIVE,Teamsters Local 120,pac,labor,192146,185396.0,,192146.0,6750.0,178596.0,4300.0,,328797.1,328797.1,,,
30641,TEMPO Political Fund,,pac,,1350,1350.0,,1350.0,,,,1350.0,,,,,
40987,Tenth Judicial District Evaluation Committee,,pac,,960.8,960.8,460.8,500.0,,,,,350.0,,,,350.0
30225,TRIAL-PAC,TRIAL PAC,pac,lawyers,390513.17,358913.2,1251.3,389261.9,31600.0,307036.9,49375.0,750.0,410213.6,38000.0,2400.0,,369813.6
40963,TRUTH PAC,,pac,,0,0.0,,,,,,,400.0,,,,400.0
41048,Twin Cities Jewish Community PAC,,pac,,0,0.0,,,,,,,200.0,,,,200.0
40810,Twin Cities Republican Assn,,pac,prorpm,10200,10200.0,,10200.0,,,9450.0,,375.0,,,,375.0
70013,TwinWest Chamber of Commerce PAC,TwinWest Chamber,pac,biz,64638.29,23817.6,9817.6,54820.7,40820.7,1250.0,12750.0,,77335.0,1100.0,,,76235.0
30083,U A Plumbers Local #34 Political Fund,UA Plumbers Loc 34,pac,labor,27500,25900.0,,27500.0,1600.0,25600.0,300.0,,22053.5,,,300.0,21753.5
40245,U of M Faculty Candidate Support Committee,,pac,,200,200.0,,200.0,,,200.0,,,,,,
30035,UAW Minn State CAP Council Political Fd,,pac,labor,4628.7,3800.0,,4628.7,828.7,3800.0,,,5500.9,,,,5500.9
41001,UFCW Active Ballot Club,,pac,labor,107350,107350.0,,107350.0,,107350.0,,,,,,,
30649,Unidos Votamos - United We Vote,,pac,,4000,4000.0,,4000.0,,4000.0,,,19684.4,2200.0,7500.0,,9984.4
30606,UNITE HERE TIP State and Local Fund-MN,UNITE HERE,pac,labor,52500,15000.0,,52500.0,37500.0,15000.0,,,7994955.5,,,,7994955.5
30174,United Food & Commerical Workers Council 6,,pac,labor,73706,73706.0,,73706.0,,73206.0,500.0,,24506.7,,,,24506.7
40745,United Steelworkers District 11 Non-Federal Acct,United Steelworkers,pac,labor,104000,77000.0,,104000.0,27000.0,77000.0,,,247244.3,4734.3,,,242510.0
40961,USW Local 264 PAC,,pac,labor,900,900.0,,900.0,,900.0,,,1390.5,,,,1390.5
30041,USW LU 1938 PAC,,pac,labor,600,600.0,,600.0,,600.0,,,,,,,
30019,UTU PAC-MN,UTU,pac,labor,92975,92275.0,,92975.0,700.0,91825.0,450.0,,54675.1,,,,54675.1
80005,VET-PAC of Minn,,pac,,34400,34200.0,,34400.0,200.0,20350.0,13850.0,,740.0,,,,740.0
41021,VOICES of Conservative Women State PAC (VOICESPAC),VOICES Conservative Women,pac,prorpm,59204.39,56204.4,45682.7,13521.7,3000.0,,10521.7,,104133.9,1750.0,,4300.0,98083.9
40761,Volunteer Fire Fighter Political Committee,,pac,,2250,2250.0,,2250.0,,2250.0,,,,,,,
30191,VOTE - 66,Vote-66,pac,labor,26800,18600.0,,26800.0,8200.0,18600.0,,,27500.0,500.0,,,27000.0
41050,Vote Racino Now Committee,Vote Racino Now,pac,ie,121761.36,121761.4,121761.4,,,,,,155565.2,,,,155565.2
40941,WAMP,,pac,,3325,3325.0,,3325.0,,3325.0,,,3500.0,,,,3500.0
40537,Waste Management PAC of Minn,,pac,biz,11250,11250.0,,11250.0,,5550.0,5700.0,,10400.0,,,,10400.0
41062,Whig Party of Minnesota,,pac,,0,0.0,,,,,,,2020.3,,,,2020.3
40916,White Earth PAC,White Earth,pac,,2950,2950.0,,2950.0,,450.0,2500.0,,11800.0,,,,11800.0
30625,WIN Minnesota Political Action Fund,WIN Minnesota,pac,ie,5697488.3,0.0,,5697488.3,5697488.3,,,,5737990.7,230461.9,,,5507528.8
40913,Windingstad Political Action,,pac,,4274.35,4274.4,,4274.4,,4274.4,,,,,,,
30345,Winthrop & Weinstine PA Political Fund,Winthrop & Weinstine,pac,,29210.63,26810.6,,29210.6,2400.0,12080.0,13550.0,750.0,41950.0,,,,41950.0
41089,Women's Victory Fund (Women PAC),Women's Victory Fund,pac,ie,9643.77,9643.8,9643.8,,,,,,13250.0,3000.0,,,10250.0
40268,womenwinning State PAC,womenwinning,pac,prodfl,59900,59900.0,4000.0,55900.0,,55900.0,,,535494.0,15675.0,13687.5,,506131.5
30623,Working America Minn Political Committee,Working America MN,pac,ie,272370.42,272370.4,272370.4,,,,,,487875.4,304207.2,,,183668.2
30618,Working Families Fund,Working Families,pac,,20893.51,13393.5,543.5,20350.0,7500.0,12650.0,,200.0,61541.9,8519.8,,,53022.1
40877,Xcel Energy Employees PAC (fka Power PAC),Xcel,pac,biz,100890,100890.0,,100890.0,,44240.0,56650.0,,112161.7,,,,112161.7
40974,Young Progressive Majority MN,,pac,,500,500.0,,500.0,,500.0,,,1643.7,,,,1643.7
41082,ZacPAC,,pac,,0,0.0,,,,,,,2000.0,,,,2000.0
